state,end_state,Value
MT,CA,10.43002314
MT,CO,999
MT,CT,0
MT,DC,0
MT,DE,0
MT,FL,0
MT,GA,0
MT,IA,0.522998538
MT,ID,999
MT,IL,0
MT,IN,0
MT,KS,0.522998538
MT,KY,0
MT,LA,0.347645405
MT,MA,0
MT,MD,0
MT,ME,0
MT,MI,0
MT,MN,0.522998538
MT,MO,0.522998538
MT,MS,0
MT,MT,999
MT,NC,0
MT,ND,0.522998538
MT,NE,0.522998538
MT,NH,0
MT,NJ,0
MT,NM,999
MT,NV,999
MT,NY,0
MT,OH,0
MT,OK,0.347645405
MT,OR,1.386360992
MT,PA,0
MT,RI,0
MT,SC,0
MT,SD,0.522998538
MT,TN,0
MT,TX,0.19252865
MT,UT,999
MT,VA,0
MT,VT,0
MT,WA,1.386360992
MT,WI,0
MT,WV,0
MT,WY,999
NC,AL,4.132096862
NC,AR,0.900676298
NC,AZ,0
NC,CA,0
NC,CO,0
NC,CT,0
NC,DC,999
NC,DE,999
NC,FL,1.139285955
NC,GA,999
NC,IA,0
NC,ID,0
NC,IL,12.23614342
NC,IN,12.23614342
NC,KS,0
NC,KY,4.132096862
NC,LA,0.900676298
NC,MA,0
NC,MD,999
NC,ME,0
NC,MI,12.23614342
NC,MN,0
NC,MO,0
NC,MS,4.132096862
NC,MT,0
NC,NC,999
NC,ND,0
NC,NE,0
NC,NH,0
NC,NJ,8.866726901
NC,NM,0
NC,NV,0
NC,NY,0.30844229
NC,OH,12.23614342
NC,OK,0.900676298
NC,OR,0
NC,PA,8.866726901
NC,RI,0
NC,SC,999
NC,SD,0
NC,TN,4.132096862
NC,TX,0
NC,UT,0
NC,VA,999
NC,VT,0
NC,WA,0
NC,WI,12.23614342
NC,WV,999
NC,WY,0
ND,AL,1.165935163
ND,AR,2.419161571
ND,AZ,0.502492465
ND,CA,0
ND,CO,0.502492465
ND,CT,0
ND,DC,0.126642681
ND,DE,0.126642681
ND,FL,0
ND,GA,0.126642681
ND,IA,999
ND,ID,0.502492465
ND,IL,4.660427008
ND,IN,4.660427008
ND,KS,999
ND,KY,1.165935163
ND,LA,2.419161571
ND,MA,0
ND,MD,0.126642681
ND,ME,0
ND,MI,4.660427008
ND,MN,999
ND,MO,999
ND,MS,1.165935163
ND,MT,0.502492465
ND,NC,0.126642681
ND,ND,999
ND,NE,999
ND,NH,0
ND,NJ,0.16368111
ND,NM,0.502492465
ND,NV,0.502492465
ND,NY,0
ND,OH,4.660427008
ND,OK,2.419161571
ND,OR,0
ND,PA,0.16368111
ND,RI,0
ND,SC,0.126642681
ND,SD,999
ND,TN,1.165935163
ND,TX,0.711309416
ND,UT,0.502492465
ND,VA,0.126642681
ND,VT,0
ND,WA,0
ND,WI,4.660427008
ND,WV,0.126642681
ND,WY,0.502492465
NE,AL,1.165935163
NE,AR,2.419161571
NE,AZ,0.502492465
NE,CA,0
NE,CO,0.502492465
NE,CT,0
NE,DC,0.126642681
NE,DE,0.126642681
NE,FL,0
NE,GA,0.126642681
NE,IA,999
NE,ID,0.502492465
NE,IL,4.660427008
NE,IN,4.660427008
NE,KS,999
NE,KY,1.165935163
NE,LA,2.419161571
NE,MA,0
NE,MD,0.126642681
NE,ME,0
NE,MI,4.660427008
NE,MN,999
NE,MO,999
NE,MS,1.165935163
NE,MT,0.502492465
NE,NC,0.126642681
NE,ND,999
NE,NE,999
NE,NH,0
NE,NJ,0.16368111
NE,NM,0.502492465
NE,NV,0.502492465
NE,NY,0
NE,OH,4.660427008
NE,OK,2.419161571
NE,OR,0
NE,PA,0.16368111
NE,RI,0
NE,SC,0.126642681
NE,SD,999
NE,TN,1.165935163
NE,TX,0.711309416
NE,UT,0.502492465
NE,VA,0.126642681
NE,VT,0
NE,WA,0
NE,WI,4.660427008
NE,WV,0.126642681
NE,WY,0.502492465
NH,AL,0
NH,AR,0
NH,AZ,0
NH,CA,0
NH,CO,0
NH,CT,999
NH,DC,0
NH,DE,0
NH,FL,0
NH,GA,0
NH,IA,0
NH,ID,0
NH,IL,0
NH,IN,0
NH,KS,0
NH,KY,0
NH,LA,0
NH,MA,999
NH,MD,0
NH,ME,999
NH,MI,0
NH,MN,0
NH,MO,0
NH,MS,0
NH,MT,0
NH,NC,0
NH,ND,0
NH,NE,0
NH,NH,999
NH,NJ,0
NH,NM,0
NH,NV,0
NH,NY,1.886
NH,OH,0
NH,OK,0
NH,OR,0
NH,PA,0
NH,RI,999
NH,SC,0
NH,SD,0
NH,TN,0
NH,TX,0
NH,UT,0
NH,VA,0
NH,VT,999
NH,WA,0
NH,WI,0
NH,WV,0
NH,WY,0
NJ,AL,0.854111266
NJ,AR,0
NJ,AZ,0
NJ,CA,0
NJ,CO,0
NJ,CT,0
NJ,DC,7.846049689
NJ,DE,7.846049689
NJ,FL,0
NJ,GA,7.846049689
NJ,IA,0.145666475
NJ,ID,0
NJ,IL,8.340228511
NJ,IN,8.340228511
NJ,KS,0.145666475
NJ,KY,0.854111266
NJ,LA,0
NJ,MA,0
NJ,MD,7.846049689
NJ,ME,0
NJ,MI,8.340228511
NJ,MN,0.145666475
NJ,MO,0.145666475
NJ,MS,0.854111266
NJ,MT,0
NJ,NC,7.846049689
NJ,ND,0.145666475
NJ,NE,0.145666475
NJ,NH,0
NJ,NJ,999
NJ,NM,0
NJ,NV,0
NJ,NY,3.07655771
NJ,OH,8.340228511
NJ,OK,0
NJ,OR,0
NJ,PA,999
NJ,RI,0
NJ,SC,7.846049689
NJ,SD,0.145666475
NJ,TN,0.854111266
NJ,TX,0
NJ,UT,0
NJ,VA,7.846049689
NJ,VT,0
NJ,WA,0
NJ,WI,8.340228511
NJ,WV,7.846049689
NJ,WY,0
NM,AL,0
NM,AR,0.347645405
NM,AZ,999
NM,CA,10.43002314
NM,CO,999
NM,CT,0
NM,DC,0
NM,DE,0
NM,FL,0
NM,GA,0
NM,IA,0.522998538
NM,ID,999
NM,IL,0
NM,IN,0
NM,KS,0.522998538
NM,KY,0
NM,LA,0.347645405
NM,MA,0
NM,MD,0
NM,ME,0
NM,MI,0
NM,MN,0.522998538
NM,MO,0.522998538
NM,MS,0
NM,MT,999
NM,NC,0
NM,ND,0.522998538
NM,NE,0.522998538
NM,NH,0
NM,NJ,0
NM,NM,999
NM,NV,999
NM,NY,0
NM,OH,0
NM,OK,0.347645405
NM,OR,1.386360992
NM,PA,0
NM,RI,0
NM,SC,0
NM,SD,0.522998538
NM,TN,0
NM,TX,0.19252865
NM,UT,999
NM,VA,0
NM,VT,0
NM,WA,1.386360992
NM,WI,0
NM,WV,0
NM,WY,999
NV,AL,0
NV,AR,0.347645405
NV,AZ,999
NV,CA,10.43002314
NV,CO,999
NV,CT,0
NV,DC,0
NV,DE,0
NV,FL,0
NV,GA,0
NV,IA,0.522998538
NV,ID,999
NV,IL,0
NV,IN,0
NV,KS,0.522998538
NV,KY,0
NV,LA,0.347645405
NV,MA,0
NV,MD,0
NV,ME,0
NV,MI,0
NV,MN,0.522998538
NV,MO,0.522998538
NV,MS,0
NV,MT,999
NV,NC,0
NV,ND,0.522998538
NV,NE,0.522998538
NV,NH,0
NV,NJ,0
NV,NM,999
NV,NV,999
NV,NY,0
NV,OH,0
NV,OK,0.347645405
NV,OR,1.386360992
NV,PA,0
NV,RI,0
NV,SC,0
NV,SD,0.522998538
NV,TN,0
NV,TX,0.19252865
NV,UT,999
NV,VA,0
NV,VT,0
NV,WA,1.386360992
NV,WI,0
NV,WV,0
NV,WY,999
NY,AL,0
NY,AR,0
NY,AZ,0
NY,CA,0
NY,CO,0
NY,CT,1.596
NY,DC,0.279017696
NY,DE,0.279017696
NY,FL,0
NY,GA,0.279017696
NY,IA,0
NY,ID,0
NY,IL,0
NY,IN,0
NY,KS,0
NY,KY,0
NY,LA,0
NY,MA,1.596
NY,MD,0.279017696
NY,ME,1.596
NY,MI,0
NY,MN,0
NY,MO,0
NY,MS,0
NY,MT,0
NY,NC,0.279017696
NY,ND,0
NY,NE,0
NY,NH,1.596
NY,NJ,3.155982304
NY,NM,0
NY,NV,0
NY,NY,999
NY,OH,0
NY,OK,0
NY,OR,0
NY,PA,3.155982304
NY,RI,1.596
NY,SC,0.279017696
NY,SD,0
NY,TN,0
NY,TX,0
NY,UT,0
NY,VA,0.279017696
NY,VT,1.596
NY,WA,0
NY,WI,0
NY,WV,0.279017696
NY,WY,0
OH,AL,6.136355683
OH,AR,0.438294508
OH,AZ,0
OH,CA,0
OH,CO,0
OH,CT,0
OH,DC,13.64434185
OH,DE,13.64434185
OH,FL,0
OH,GA,13.64434185
OH,IA,4.791908415
OH,ID,0
OH,IL,999
OH,IN,999
OH,KS,4.791908415
OH,KY,6.136355683
OH,LA,0.438294508
OH,MA,0
OH,MD,13.64434185
OH,ME,0
OH,MI,999
OH,MN,4.791908415
OH,MO,4.791908415
OH,MS,6.136355683
OH,MT,0
OH,NC,13.64434185
OH,ND,4.791908415
OH,NE,4.791908415
OH,NH,0
OH,NJ,7.556140298
OH,NM,0
OH,NV,0
OH,NY,0
OH,OH,999
OH,OK,0.438294508
OH,OR,0
OH,PA,7.556140298
OH,RI,0
OH,SC,13.64434185
OH,SD,4.791908415
OH,TN,6.136355683
OH,TX,0
OH,UT,0
OH,VA,13.64434185
OH,VT,0
OH,WA,0
OH,WI,999
OH,WV,13.64434185
OH,WY,0
OK,AL,3.438284175
OK,AR,999
OK,AZ,0.441803029
OK,CA,0
OK,CO,0.441803029
OK,CT,0
OK,DC,1.186029076
OK,DE,1.186029076
OK,FL,0
OK,GA,1.186029076
OK,IA,5.517692343
OK,ID,0.441803029
OK,IL,1.397184139
OK,IN,1.397184139
OK,KS,5.517692343
OK,KY,3.438284175
OK,LA,999
OK,MA,0
OK,MD,1.186029076
OK,ME,0
OK,MI,1.397184139
OK,MN,5.517692343
OK,MO,5.517692343
OK,MS,3.438284175
OK,MT,0.441803029
OK,NC,1.186029076
OK,ND,5.517692343
OK,NE,5.517692343
OK,NH,0
OK,NJ,0
OK,NM,0.441803029
OK,NV,0.441803029
OK,NY,0
OK,OH,1.397184139
OK,OK,999
OK,OR,0
OK,PA,0
OK,RI,0
OK,SC,1.186029076
OK,SD,5.517692343
OK,TN,3.438284175
OK,TX,3.493736453
OK,UT,0.441803029
OK,VA,1.186029076
OK,VT,0
OK,WA,0
OK,WI,1.397184139
OK,WV,1.186029076
OK,WY,0.441803029
OR,AL,0
OR,AR,0
OR,AZ,1.844182529
OR,CA,6.240927391
OR,CO,1.844182529
OR,CT,0
OR,DC,0
OR,DE,0
OR,FL,0
OR,GA,0
OR,IA,0
OR,ID,1.844182529
OR,IL,0
OR,IN,0
OR,KS,0
OR,KY,0
OR,LA,0
OR,MA,0
OR,MD,0
OR,ME,0
OR,MI,0
OR,MN,0
OR,MO,0
OR,MS,0
OR,MT,1.844182529
OR,NC,0
OR,ND,0
OR,NE,0
OR,NH,0
OR,NJ,0
OR,NM,1.844182529
OR,NV,1.844182529
OR,NY,0
OR,OH,0
OR,OK,0
OR,OR,999
OR,PA,0
OR,RI,0
OR,SC,0
OR,SD,0
OR,TN,0
OR,TX,0
OR,UT,1.844182529
OR,VA,0
OR,VT,0
OR,WA,999
OR,WI,0
OR,WV,0
OR,WY,1.844182529
PA,AL,0.854111266
PA,AR,0
PA,AZ,0
PA,CA,0
PA,CO,0
PA,CT,0
PA,DC,7.846049689
PA,DE,7.846049689
PA,FL,0
PA,GA,7.846049689
PA,IA,0.145666475
PA,ID,0
PA,IL,8.340228511
PA,IN,8.340228511
PA,KS,0.145666475
PA,KY,0.854111266
PA,LA,0
PA,MA,0
PA,MD,7.846049689
PA,ME,0
PA,MI,8.340228511
PA,MN,0.145666475
PA,MO,0.145666475
PA,MS,0.854111266
PA,MT,0
PA,NC,7.846049689
PA,ND,0.145666475
PA,NE,0.145666475
PA,NH,0
PA,NJ,999
PA,NM,0
PA,NV,0
PA,NY,3.07655771
PA,OH,8.340228511
PA,OK,0
PA,OR,0
PA,PA,999
PA,RI,0
PA,SC,7.846049689
PA,SD,0.145666475
PA,TN,0.854111266
PA,TX,0
PA,UT,0
PA,VA,7.846049689
PA,VT,0
PA,WA,0
PA,WI,8.340228511
PA,WV,7.846049689
PA,WY,0
RI,AL,0
RI,AR,0
RI,AZ,0
RI,CA,0
RI,CO,0
RI,CT,999
RI,DC,0
RI,DE,0
RI,FL,0
RI,GA,0
RI,IA,0
RI,ID,0
RI,IL,0
RI,IN,0
RI,KS,0
RI,KY,0
RI,LA,0
RI,MA,999
RI,MD,0
RI,ME,999
RI,MI,0
RI,MN,0
RI,MO,0
RI,MS,0
RI,MT,0
RI,NC,0
RI,ND,0
RI,NE,0
RI,NH,999
RI,NJ,0
RI,NM,0
RI,NV,0
RI,NY,1.886
RI,OH,0
RI,OK,0
RI,OR,0
RI,PA,0
RI,RI,999
RI,SC,0
RI,SD,0
RI,TN,0
RI,TX,0
RI,UT,0
RI,VA,0
RI,VT,999
RI,WA,0
RI,WI,0
RI,WV,0
RI,WY,0
SC,AL,4.132096862
SC,AR,0.900676298
SC,AZ,0
SC,CA,0
SC,CO,0
SC,CT,0
SC,DC,999
SC,DE,999
SC,FL,1.139285955
SC,GA,999
SC,IA,0
SC,ID,0
SC,IL,12.23614342
SC,IN,12.23614342
SC,KS,0
SC,KY,4.132096862
SC,LA,0.900676298
SC,MA,0
SC,MD,999
SC,ME,0
SC,MI,12.23614342
SC,MN,0
SC,MO,0
SC,MS,4.132096862
SC,MT,0
SC,NC,999
SC,ND,0
SC,NE,0
SC,NH,0
SC,NJ,8.866726901
SC,NM,0
SC,NV,0
SC,NY,0.30844229
SC,OH,12.23614342
SC,OK,0.900676298
SC,OR,0
SC,PA,8.866726901
SC,RI,0
SC,SC,999
SC,SD,0
SC,TN,4.132096862
SC,TX,0
SC,UT,0
SC,VA,999
SC,VT,0
SC,WA,0
SC,WI,12.23614342
SC,WV,999
SC,WY,0
SD,AL,1.165935163
SD,AR,2.419161571
SD,AZ,0.502492465
SD,CA,0
SD,CO,0.502492465
SD,CT,0
SD,DC,0.126642681
SD,DE,0.126642681
SD,FL,0
SD,GA,0.126642681
SD,IA,999
SD,ID,0.502492465
SD,IL,4.660427008
SD,IN,4.660427008
SD,KS,999
SD,KY,1.165935163
SD,LA,2.419161571
SD,MA,0
SD,MD,0.126642681
SD,ME,0
SD,MI,4.660427008
SD,MN,999
SD,MO,999
SD,MS,1.165935163
SD,MT,0.502492465
SD,NC,0.126642681
SD,ND,999
SD,NE,999
SD,NH,0
SD,NJ,0.16368111
SD,NM,0.502492465
SD,NV,0.502492465
SD,NY,0
SD,OH,4.660427008
SD,OK,2.419161571
SD,OR,0
SD,PA,0.16368111
SD,RI,0
SD,SC,0.126642681
SD,SD,999
SD,TN,1.165935163
SD,TX,0.711309416
SD,UT,0.502492465
SD,VA,0.126642681
SD,VT,0
SD,WA,0
SD,WI,4.660427008
SD,WV,0.126642681
SD,WY,0.502492465
TN,AL,999
TN,AR,2.774779071
TN,AZ,0
TN,CA,0
TN,CO,0
TN,CT,0
TN,DC,8.575084878
TN,DE,8.575084878
TN,FL,0.995715583
TN,GA,8.575084878
TN,IA,1.860451239
TN,ID,0
TN,IL,3.923366378
TN,IN,3.923366378
TN,KS,1.860451239
TN,KY,999
TN,LA,2.774779071
TN,MA,0
TN,MD,8.575084878
TN,ME,0
TN,MI,3.923366378
TN,MN,1.860451239
TN,MO,1.860451239
TN,MS,999
TN,MT,0
TN,NC,8.575084878
TN,ND,1.860451239
TN,NE,1.860451239
TN,NH,0
TN,NJ,0.572431386
TN,NM,0
TN,NV,0
TN,NY,0
TN,OH,3.923366378
TN,OK,2.774779071
TN,OR,0
TN,PA,0.572431386
TN,RI,0
TN,SC,8.575084878
TN,SD,1.860451239
TN,TN,999
TN,TX,0.666527151
TN,UT,0
TN,VA,8.575084878
TN,VT,0
TN,WA,0
TN,WI,3.923366378
TN,WV,8.575084878
TN,WY,0
TX,AL,0.415778948
TX,AR,1.741772847
TX,AZ,0.191862414
TX,CA,0
TX,CO,0.191862414
TX,CT,0
TX,DC,0
TX,DE,0
TX,FL,0
TX,GA,0
TX,IA,0.667700444
TX,ID,0.191862414
TX,IL,0.105535708
TX,IN,0.105535708
TX,KS,0.667700444
TX,KY,0.415778948
TX,LA,1.741772847
TX,MA,0
TX,MD,0
TX,ME,0
TX,MI,0.105535708
TX,MN,0.667700444
TX,MO,0.667700444
TX,MS,0.415778948
TX,MT,0.191862414
TX,NC,0
TX,ND,0.667700444
TX,NE,0.667700444
TX,NH,0
TX,NJ,0
TX,NM,0.191862414
TX,NV,0.191862414
TX,NY,0
TX,OH,0.105535708
TX,OK,1.741772847
TX,OR,0
TX,PA,0
TX,RI,0
TX,SC,0
TX,SD,0.667700444
TX,TN,0.415778948
TX,TX,999
TX,UT,0.191862414
TX,VA,0
TX,VT,0
TX,WA,0
TX,WI,0.105535708
TX,WV,0
TX,WY,0.191862414
UT,AL,0
UT,AR,0.347645405
UT,AZ,999
UT,CA,10.43002314
UT,CO,999
UT,CT,0
UT,DC,0
UT,DE,0
UT,FL,0
UT,GA,0
UT,IA,0.522998538
UT,ID,999
UT,IL,0
UT,IN,0
UT,KS,0.522998538
UT,KY,0
UT,LA,0.347645405
UT,MA,0
UT,MD,0
UT,ME,0
UT,MI,0
UT,MN,0.522998538
UT,MO,0.522998538
UT,MS,0
UT,MT,999
UT,NC,0
UT,ND,0.522998538
UT,NE,0.522998538
UT,NH,0
UT,NJ,0
UT,NM,999
UT,NV,999
UT,NY,0
UT,OH,0
UT,OK,0.347645405
UT,OR,1.386360992
UT,PA,0
UT,RI,0
UT,SC,0
UT,SD,0.522998538
UT,TN,0
UT,TX,0.19252865
UT,UT,999
UT,VA,0
UT,VT,0
UT,WA,1.386360992
UT,WI,0
UT,WV,0
UT,WY,999
VA,AL,4.132096862
VA,AR,0.900676298
VA,AZ,0
VA,CA,0
VA,CO,0
VA,CT,0
VA,DC,999
VA,DE,999
VA,FL,1.139285955
VA,GA,999
VA,IA,0
VA,ID,0
VA,IL,12.23614342
VA,IN,12.23614342
VA,KS,0
VA,KY,4.132096862
VA,LA,0.900676298
VA,MA,0
VA,MD,999
VA,ME,0
VA,MI,12.23614342
VA,MN,0
VA,MO,0
VA,MS,4.132096862
VA,MT,0
VA,NC,999
VA,ND,0
VA,NE,0
VA,NH,0
VA,NJ,8.866726901
VA,NM,0
VA,NV,0
VA,NY,0.30844229
VA,OH,12.23614342
VA,OK,0.900676298
VA,OR,0
VA,PA,8.866726901
VA,RI,0
VA,SC,999
VA,SD,0
VA,TN,4.132096862
VA,TX,0
VA,UT,0
VA,VA,999
VA,VT,0
VA,WA,0
VA,WI,12.23614342
VA,WV,999
VA,WY,0
VT,AL,0
VT,AR,0
VT,AZ,0
VT,CA,0
VT,CO,0
VT,CT,999
VT,DC,0
VT,DE,0
VT,FL,0
VT,GA,0
VT,IA,0
VT,ID,0
VT,IL,0
VT,IN,0
VT,KS,0
VT,KY,0
VT,LA,0
VT,MA,999
VT,MD,0
VT,ME,999
VT,MI,0
VT,MN,0
VT,MO,0
VT,MS,0
VT,MT,0
VT,NC,0
VT,ND,0
VT,NE,0
VT,NH,999
VT,NJ,0
VT,NM,0
VT,NV,0
VT,NY,1.886
VT,OH,0
VT,OK,0
VT,OR,0
VT,PA,0
VT,RI,999
VT,SC,0
VT,SD,0
VT,TN,0
VT,TX,0
VT,UT,0
VT,VA,0
VT,VT,999
VT,WA,0
VT,WI,0
VT,WV,0
VT,WY,0
WA,AL,0
WA,AR,0
WA,AZ,1.844182529
WA,CA,6.240927391
WA,CO,1.844182529
WA,CT,0
WA,DC,0
WA,DE,0
WA,FL,0
WA,GA,0
WA,IA,0
WA,ID,1.844182529
WA,IL,0
WA,IN,0
WA,KS,0
WA,KY,0
WA,LA,0
WA,MA,0
WA,MD,0
WA,ME,0
WA,MI,0
WA,MN,0
WA,MO,0
WA,MS,0
WA,MT,1.844182529
WA,NC,0
WA,ND,0
WA,NE,0
WA,NH,0
WA,NJ,0
WA,NM,1.844182529
WA,NV,1.844182529
WA,NY,0
WA,OH,0
WA,OK,0
WA,OR,999
WA,PA,0
WA,RI,0
WA,SC,0
WA,SD,0
WA,TN,0
WA,TX,0
WA,UT,1.844182529
WA,VA,0
WA,VT,0
WA,WA,999
WA,WI,0
WA,WV,0
WA,WY,1.844182529
WI,AL,6.136355683
WI,AR,0.438294508
WI,AZ,0
WI,CA,0
WI,CO,0
WI,CT,0
WI,DC,13.64434185
WI,DE,13.64434185
WI,FL,0
WI,GA,13.64434185
WI,IA,4.791908415
WI,ID,0
WI,IL,999
WI,IN,999
WI,KS,4.791908415
WI,KY,6.136355683
WI,LA,0.438294508
WI,MA,0
WI,MD,13.64434185
WI,ME,0
WI,MI,999
WI,MN,4.791908415
WI,MO,4.791908415
WI,MS,6.136355683
WI,MT,0
WI,NC,13.64434185
WI,ND,4.791908415
WI,NE,4.791908415
WI,NH,0
WI,NJ,7.556140298
WI,NM,0
WI,NV,0
WI,NY,0
WI,OH,999
WI,OK,0.438294508
WI,OR,0
WI,PA,7.556140298
WI,RI,0
WI,SC,13.64434185
WI,SD,4.791908415
WI,TN,6.136355683
WI,TX,0
WI,UT,0
WI,VA,13.64434185
WI,VT,0
WI,WA,0
WI,WI,999
WI,WV,13.64434185
WI,WY,0
WV,AL,4.132096862
WV,AR,0.900676298
WV,AZ,0
WV,CA,0
WV,CO,0
WV,CT,0
WV,DC,999
WV,DE,999
WV,FL,1.139285955
WV,GA,999
WV,IA,0
WV,ID,0
WV,IL,12.23614342
WV,IN,12.23614342
WV,KS,0
WV,KY,4.132096862
WV,LA,0.900676298
WV,MA,0
WV,MD,999
WV,ME,0
WV,MI,12.23614342
WV,MN,0
WV,MO,0
WV,MS,4.132096862
WV,MT,0
WV,NC,999
WV,ND,0
WV,NE,0
WV,NH,0
WV,NJ,8.866726901
WV,NM,0
WV,NV,0
WV,NY,0.30844229
WV,OH,12.23614342
WV,OK,0.900676298
WV,OR,0
WV,PA,8.866726901
WV,RI,0
WV,SC,999
WV,SD,0
WV,TN,4.132096862
WV,TX,0
WV,UT,0
WV,VA,999
WV,VT,0
WV,WA,0
WV,WI,12.23614342
WV,WV,999
WV,WY,0
WY,AL,0
WY,AR,0.347645405
WY,AZ,999
WY,CA,10.43002314
WY,CO,999
WY,CT,0
WY,DC,0
WY,DE,0
WY,FL,0
WY,GA,0
WY,IA,0.522998538
WY,ID,999
WY,IL,0
WY,IN,0
WY,KS,0.522998538
WY,KY,0
WY,LA,0.347645405
WY,MA,0
WY,MD,0
WY,ME,0
WY,MI,0
WY,MN,0.522998538
WY,MO,0.522998538
WY,MS,0
WY,MT,999
WY,NC,0
WY,ND,0.522998538
WY,NE,0.522998538
WY,NH,0
WY,NJ,0
WY,NM,999
WY,NV,999
WY,NY,0
WY,OH,0
WY,OK,0.347645405
WY,OR,1.386360992
WY,PA,0
WY,RI,0
WY,SC,0
WY,SD,0.522998538
WY,TN,0
WY,TX,0.19252865
WY,UT,999
WY,VA,0
WY,VT,0
WY,WA,1.386360992
WY,WI,0
WY,WV,0
WY,WY,999
